6.673491e+0	5.000000e-1	1.475792e-3	2.300000e-2	0.000000e+0	9.990000e-9
2.087152e+1	5.000000e-1	1.009376e-2	2.286379e-2	5.420000e-8	0.000000e+0
3.668212e+1	5.000000e-1	3.354568e-2	2.300225e-2	0.000000e+0	9.770000e-9
6.603118e+1	5.000000e-1	2.417823e-2	2.330763e-2	5.265000e-8	0.000000e+0
8.074744e+1	5.000000e-1	1.873989e-3	2.338714e-2	0.000000e+0	6.049000e-8
1.025586e+2	5.000000e-1	7.077051e-2	2.408178e-2	0.000000e+0	0.000000e+0
1.168923e+2	5.000000e-1	2.535360e-2	2.227601e-2	0.000000e+0	0.000000e+0
1.456649e+2	5.000000e-1	8.857229e-4	2.382470e-2	0.000000e+0	0.000000e+0
1.653167e+2	5.000000e-1	3.190336e-3	2.437384e-2	0.000000e+0	0.000000e+0
1.896804e+2	5.000000e-1	1.701848e-1	2.357967e-2	0.000000e+0	3.573000e-8
2.085250e+2	5.000000e-1	4.988164e-2	2.283536e-2	8.347000e-8	0.000000e+0
2.373985e+2	5.000000e-1	2.644844e-2	2.517753e-2	0.000000e+0	3.542000e-8
2.736794e+2	5.000000e-1	2.486493e-2	2.440783e-2	0.000000e+0	0.000000e+0
2.910206e+2	5.000000e-1	1.654438e-2	2.322604e-2	0.000000e+0	0.000000e+0
3.113500e+2	5.000000e-1	1.055970e-3	2.349383e-2	0.000000e+0	0.000000e+0
3.478327e+2	5.000000e-1	7.929703e-2	2.181519e-2	2.320000e-7	0.000000e+0
3.536366e+2	5.000000e-1	2.166908e-5	2.300063e-2	0.000000e+0	0.000000e+0
3.769664e+2	5.000000e-1	1.115853e-3	2.333482e-2	0.000000e+0	1.400000e-7
3.976450e+2	5.000000e-1	5.802135e-3	2.257408e-2	0.000000e+0	0.000000e+0
4.102700e+2	5.000000e-1	1.948235e-2	2.250696e-2	0.000000e+0	0.000000e+0
4.341160e+2	5.000000e-1	9.823947e-3	2.329801e-2	0.000000e+0	0.000000e+0
4.632500e+2	5.000000e-1	5.445802e-3	2.377862e-2	1.346000e-6	0.000000e+0
4.784866e+2	5.000000e-1	3.955773e-3	2.443868e-2	0.000000e+0	2.290000e-7
4.888865e+2	5.000000e-1	8.634930e-4	2.338321e-2	0.000000e+0	0.000000e+0
5.184395e+2	5.000000e-1	4.971879e-2	2.206809e-2	2.290000e-7	0.000000e+0
5.353810e+2	5.000000e-1	4.465094e-2	2.398507e-2	0.000000e+0	3.660000e-7
5.802024e+2	5.000000e-1	4.057047e-2	2.230292e-2	0.000000e+0	0.000000e+0
5.951391e+2	5.000000e-1	8.713425e-2	2.301000e-2	1.002000e-6	0.000000e+0
6.200695e+2	5.000000e-1	3.035558e-2	2.286046e-2	0.000000e+0	1.440000e-7
6.286345e+2	5.000000e-1	6.591141e-3	2.300000e-2	0.000000e+0	0.000000e+0
6.612896e+2	5.000000e-1	1.265976e-1	2.415549e-2	0.000000e+0	0.000000e+0
6.931689e+2	5.000000e-1	4.235258e-2	2.282838e-2	0.000000e+0	0.000000e+0
7.083836e+2	5.000000e-1	2.199530e-2	2.328366e-2	3.330000e-5	0.000000e+0
7.216848e+2	5.000000e-1	1.965000e-3	3.150000e-3	0.000000e+0	4.110000e-4
7.302000e+2	5.000000e-1	1.053311e-3	2.300000e-2	1.490000e-4	0.000000e+0
7.651773e+2	5.000000e-1	8.927834e-3	2.300000e-2	0.000000e+0	0.000000e+0
7.908859e+2	5.000000e-1	6.743092e-3	2.300000e-2	0.000000e+0	0.000000e+0
8.216941e+2	5.000000e-1	6.759303e-2	2.208041e-2	0.000000e+0	2.350000e-7
8.511365e+2	5.000000e-1	6.647315e-2	2.353392e-2	2.597000e-6	0.000000e+0
8.562210e+2	5.000000e-1	9.095181e-2	2.327462e-2	0.000000e+0	1.405000e-6
8.665850e+2	5.000000e-1	5.972765e-3	2.300000e-2	0.000000e+0	0.000000e+0
9.051658e+2	5.000000e-1	5.576808e-2	2.373781e-2	0.000000e+0	0.000000e+0
9.251992e+2	5.000000e-1	1.577952e-2	2.300000e-2	0.000000e+0	0.000000e+0
9.371743e+2	5.000000e-1	1.559197e-1	2.368092e-2	0.000000e+0	0.000000e+0
9.586676e+2	5.000000e-1	2.129781e-1	2.318127e-2	0.000000e+0	0.000000e+0
9.917567e+2	5.000000e-1	3.947178e-1	2.422317e-2	0.000000e+0	0.000000e+0
1.006279e+3	5.000000e-1	4.066097e-5	2.300000e-2	0.000000e+0	0.000000e+0
1.023113e+3	5.000000e-1	9.173014e-3	2.300000e-2	0.000000e+0	0.000000e+0
1.054636e+3	5.000000e-1	9.560141e-2	2.300000e-2	0.000000e+0	0.000000e+0
1.057848e+3	5.000000e-1	7.852774e-5	2.300000e-2	0.000000e+0	0.000000e+0
1.098862e+3	5.000000e-1	2.158873e-2	2.300000e-2	0.000000e+0	0.000000e+0
1.109266e+3	5.000000e-1	3.671869e-2	2.300000e-2	0.000000e+0	0.000000e+0
1.140529e+3	5.000000e-1	2.373495e-1	2.300000e-2	2.338000e-6	0.000000e+0
1.167828e+3	5.000000e-1	9.033078e-2	2.300000e-2	0.000000e+0	1.530001e-5
1.177396e+3	5.000000e-1	6.635805e-2	2.300000e-2	0.000000e+0	0.000000e+0
1.195029e+3	5.000000e-1	9.601796e-2	2.300000e-2	0.000000e+0	0.000000e+0
1.211316e+3	5.000000e-1	1.056860e-2	6.600000e-3	2.360000e-4	0.000000e+0
1.245270e+3	5.000000e-1	2.602712e-1	2.300000e-2	0.000000e+0	0.000000e+0
1.267256e+3	5.000000e-1	2.962110e-2	2.300000e-2	0.000000e+0	0.000000e+0
1.273199e+3	5.000000e-1	2.634229e-2	2.300000e-2	0.000000e+0	0.000000e+0
1.298820e+3	5.000000e-1	3.931689e-3	2.300000e-2	0.000000e+0	0.000000e+0
1.326181e+3	5.000000e-1	5.961288e-5	2.300000e-2	0.000000e+0	0.000000e+0
1.337059e+3	5.000000e-1	9.435315e-5	2.300000e-2	0.000000e+0	0.000000e+0
1.361167e+3	5.000000e-1	4.770218e-4	2.300000e-2	0.000000e+0	0.000000e+0
1.394043e+3	5.000000e-1	2.146149e-1	2.300000e-2	0.000000e+0	0.000000e+0
1.405670e+3	5.000000e-1	7.462525e-2	2.300000e-2	0.000000e+0	0.000000e+0
1.420006e+3	5.000000e-1	9.781326e-3	2.300000e-2	0.000000e+0	0.000000e+0
1.428249e+3	5.000000e-1	2.964423e-2	2.300000e-2	0.000000e+0	0.000000e+0
1.444330e+3	5.000000e-1	1.724881e-2	2.300000e-2	0.000000e+0	0.000000e+0
1.474083e+3	5.000000e-1	1.242693e-1	2.300000e-2	0.000000e+0	0.000000e+0
1.490986e+3	5.000000e-1	1.165119e-4	2.300000e-2	0.000000e+0	0.000000e+0
1.522954e+3	5.000000e-1	2.487426e-1	2.300000e-2	0.000000e+0	0.000000e+0
1.558081e+3	5.000000e-1	7.577482e-5	2.300000e-2	0.000000e+0	0.000000e+0
1.565540e+3	5.000000e-1	5.919023e-3	2.300000e-2	0.000000e+0	0.000000e+0
1.591689e+3	5.000000e-1	1.362036e-3	2.300000e-2	0.000000e+0	0.000000e+0
1.598157e+3	5.000000e-1	3.836302e-1	2.300000e-2	0.000000e+0	0.000000e+0
1.622947e+3	5.000000e-1	1.039565e-1	2.300000e-2	0.000000e+0	0.000000e+0
1.638339e+3	5.000000e-1	5.070247e-2	2.300000e-2	0.000000e+0	0.000000e+0
1.662697e+3	5.000000e-1	2.298212e-1	2.300000e-2	0.000000e+0	0.000000e+0
1.689048e+3	5.000000e-1	1.084850e-1	2.300000e-2	0.000000e+0	0.000000e+0
1.710061e+3	5.000000e-1	8.573582e-2	2.300000e-2	0.000000e+0	0.000000e+0
1.723054e+3	5.000000e-1	1.914635e-2	2.300000e-2	0.000000e+0	0.000000e+0
1.756141e+3	5.000000e-1	1.347726e-1	2.300000e-2	0.000000e+0	0.000000e+0
1.782612e+3	5.000000e-1	2.340321e-1	2.300000e-2	0.000000e+0	0.000000e+0
1.783173e+3	5.000000e-1	4.264923e-1	2.300000e-2	0.000000e+0	0.000000e+0
1.808670e+3	5.000000e-1	2.056014e-2	2.300000e-2	0.000000e+0	0.000000e+0
1.823955e+3	5.000000e-1	8.941746e-4	2.300000e-2	0.000000e+0	0.000000e+0
1.846349e+3	5.000000e-1	1.214261e-2	2.300000e-2	0.000000e+0	0.000000e+0
1.867306e+3	5.000000e-1	9.129322e-4	2.300000e-2	0.000000e+0	0.000000e+0
1.903084e+3	5.000000e-1	4.726108e-2	2.300000e-2	0.000000e+0	0.000000e+0
1.917437e+3	5.000000e-1	4.431647e-2	2.300000e-2	0.000000e+0	0.000000e+0
1.954048e+3	5.000000e-1	4.449599e-3	2.300000e-2	0.000000e+0	0.000000e+0
1.969286e+3	5.000000e-1	8.020010e-1	2.300000e-2	0.000000e+0	0.000000e+0
